##name	Lexique de Warhammer 40000
##version	0.0.3
##website	https://github.com/WillScarlettOhara/Dictionnaires
##date	2023-11-09
##description	Dictionnaire pour faciliter la lecture des livres Warhammer 400000 (ɔ) 2023
##sourceLang	French
##targetLang	French
Personnages (White Scars - Légion)	Liste des personnages connus appartenant à la Vème Légion des White Scars lors de la Grande Croisade et de l'Hérésie d'Horus.Bien que la majorité de la Légion soit restée, comme son Primarque, loyale à l’Empereur, certains éléments choisir le camp de la rébellion. Ceux-ci sont identifiés par le symbole suivant .
Personnages (Word Bearers)	Liste des personnages connus appartenant aux Word Bearers après l'Hérésie d'Horus et la fuite dans l'Œil de la Terreur.Pour les personnages de la Légion Astartes des Word Bearers, voir : Personnages (Word Bearers - Légion).
Personnages (Word Bearers - Légion)	Liste des personnages connus appartenant à la XVIIème Légion des Word Bearers lors de la Grande Croisade et de l'Hérésie d'Horus.La loyauté des membres de la Légion lors de l'Hérésie est indiquée comme suit :<ul><li>  : marine ayant choisi de suivre Horus et de rejoindre le Chaos.</li> <li>  : marine resté loyal à l'Empereur.</li></ul>
Personnages (World Eaters)	Liste des personnages connus appartenant aux World Eaters après l'Hérésie d'Horus et la fuite dans l'Œil de la Terreur.Pour les personnages de la Légion Astartes des World Eaters, voir : Personnages (World Eaters - Légion).
Personnages (World Eaters - Légion)	Liste des personnages connus appartenant à la XIIème Légion des World Eaters lors de la Grande Croisade et de l'Hérésie d'Horus.La loyauté des membres de la Légion lors de l'Hérésie est indiquée comme suit :<ul><li>  : marine ayant choisi de suivre Horus et de rejoindre le Chaos.</li> <li>  : marine resté loyal à l'Empereur.</li></ul>
Perturabo	Perturabo est le Primarque de la légion des Iron Warriors. Son monde natal est Olympia. Il s'agit d'un génie militaire, capable de faire tomber n'importe quelle forteresse grâce à ses techniques de siège. Il fait parti des traîtres qui rejoignent l'Hérésie d'Horus. Il a désormais le statut de Prince Démon sur la planète de Medrengard.
Pete Haines	Pete Haines fut un concepteur de jeu du studio Games Workshop.
Pete Knifton	Pete Knifton est un illustrateur et contributeur des publications de Games Workshop.
Phaedra	Phaedra est un terme qui peut désigner:<ul><li> Phaedra (Planète) : Une planète de l'Imperium.</li> <li> L'Amas de Phaedra : un système stellaire multiple</li> <li> Phaedra (Inquisiteur) : Un Inquisiteur du conclave de Calixis</li> <li> Phaedra (Rivière): Une rivière de la planète Armageddon</li> <li> La Campagne de Phaedra: Menée par les Blood Angels et les Soeurs de Bataille</li></ul>
Phaedra (Planète)	"Phaedra" est un Monde Minier appartenant à l'Imperium. 1a
Phaeton	Phaeton peut désigner :<ul><li> Phaeton (Blood Angel) : le capitaine actuel de la 7ème compagnie du chapitre des Blood Angels,</li> <li> Phaeton (Monde Forge) : Monde Forge du Segmentum Solar,</li> <li> Phaeton's Wrath : Croiseur du chapitre des Executioners.</li></ul>
Phaeton (Blood Angel)	"Phaeton" est le capitaine actuel de la 7ème compagnie des Blood Angels au M41. 1-p.9
Phaeton (Monde Forge)	Phaeton est un Monde Forge situé dans le Segmentum Solar. 1
Phaistos Osiris	Phaistos Osiris est un Monde Cardinal. 1
Phalanx	Le Phalanx est le nom de la Forteresse-Monastère des Imperial Fists. Cadeau du Primarque, Rogal Dorn, à l'Empereur pour célébrer leur retrouvaille. Cette station de combat grande comme un planétoïde, est capable de voyager dans l'espace et le Warp. 1
Pharos (Roman)	"Pharos ", sous-titré "Une lumière s'éteint", est le 34ème tome de la série de romans et nouvelles décrivant les événements de l'Hérésie d'Horus. 1
Phil Kelly	Phil Kelly est un concepteur de jeu et un romancier, collaborateur des publications de Games Workshop et Black Library.
Philip Sibbering	Philip Sibbering est un illustrateur et contributeur des publications de Black Library.
Phobian	Phobian est le Monde Chapitral des Dark Hunters. 1
Phordal	Frère Phordal fut un Sergent de l'antique XIVème légion de la Death Guard. 1
Phorus	Phorus est un monde mort du Système Signus, dans l'Amas de Signus (Ultima Segmentum).
Phosis T'kar	Frère Phosis T'kar fut un Archiviste-Sorcier, Capitaine de la 2ème confrérie de l'antique XVème légion des Thousand Sons. 1, 4
Phraetus	Frère Phraetus fut un Sergent de l'antique XVIIème légion des Word Bearers. 1
Phroti	Phroti est un Monde Mort du Secteur Gothique. 1
Phylactère	Le Phylactère est un équipement Nécron utilisé par Imotekh et par les Tétrarques. 1
Pic du Corbeau	Le Pic du Corbeau 1 désigne la Forteresse-Monastère du chapitre de la Raven Guard. Elle est située sur la planète Délivrance. 1
Pierre-Esprit	Une Pierre-Esprit est la gemme polie que porte sur la poitrine chaque Eldar, qu'il soit issu d'un Vaisseau-Monde ou d'un Monde Exodite. Lors de la mort de son propriétaire, la pierre capture son essence vitale, emprisonnant l'esprit du défunt dans la gemme mais le soustrayant de ce fait à l'appétit de Slaanesh. 1
Pierre de Bei'Bul	La "Pierre de Bei'Bul" est le nom un site géographique perdu dans le désert de Midian sur la planète Herod; et le nom d'une légende millénaire circulant parmis les marchands du peuple nomade parcourant les plaines désertique de cette planète.
Pince Broyeuse	La Pince Broyeuse est une Bio-Arme Tyranide de mêlée. 1
Pince du scorpion	La Pince du Scorpion est un Armement Eldar. 1
Pince énergétique	Une Pince énergétique ne peut être utilisé que par des Orks faisant la taille d'un Nob au minimum en raison de son poids. Elle double la force de son porteur et grâce a elle un Ork peut venir à bout de tanks qui l'auraient habituellement écrasé.Elle est comparable au Gantelet énergétique des Space Marines, sauf qu'elle peut s'ouvrir et se refermer à l'aide de vérins hydrauliques.
Pistolet Bolter	Le Pistolet Bolter est une arme utilisée par les Escouades d'Assaut des Space Marines. 1
Pistolet Exécuteur	Le Pistolet Exécuteur est une arme combinant Pistolet Bolter et Pistolet à Aiguilles, utilisé seulement par le Temple Eversor. 1
Pistolet Inferno	Le Pistolet Inferno est une arme à fusion de poing utilisée principalement par l'Ordo Hereticus, l'Adepta Sororitas, les Blood Angels et les Salamanders 4.
Pistolet à Fusion	Le Pistolet à Fusion est une arme à fusion de poing utilisée par les Arlequins Eldars et Eldars Noirs.
Pistolet à Plasma	Le Pistolet à Plasma est une arme à plasma de poing utilisée par les différentes faction de l'Imperium et du Chaos. 1, 5
Pius Kowle	Pius Kowle fut un Officier du Commissariat de la Ruche Vervun, sur Verghast.
Piété et Cruauté (Boîte de Jeu)	Piété et Cruauté est une Boîte de Jeu pour la 9ème édition de Warhammer 40,000 sortie en octobre 2021.
Planète de la Peste	La Planète de la Peste est la base de la Death Guard dans l'Oeil de la Terreur. 1
Plate-forme d'Arme (Garde Impériale)	Les Plates-formes d'Armes sont des armes lourdes fixes utilisées par la Garde Impériale.
Poarth	Frère Poarth fut un Dreadnought Contemptor de l'antique XIIème légion des World Eaters. 1
Poignard de Catachan	Les Poignards de Catachan sont des armes utilisées par les Gardes de la Jungle de Catachan. 1
Poing Tronçonneur	Le Poing Tronçonneur est un équipement principalement utilisé par les Terminator des Chapitres Space Marines. 1
Poing de Dorn	Le Poing de Dorn est une relique appartenant au Chapitre des Imperial Fists, aujourd'hui maniée par Darnath Lysander. 1
Poing de combat Némésis	Cette arme est un Gantelet énergétique combiné avec la technologie Némésis. Il est spécialement conçu pour les Dreadnoughts Chevaliers Gris. Cette arme rend ces types de marcheurs tout aussi redoutables contre les démons que ses frères des chevaliers Gris, et peut même rivaliser au corps à corps avec certains des plus puissants monstres du Warp. Si le corps de celui qui est dans le Dreadnougth est presque mort, son esprit et ses capacités psychiques sont toujours intacts, lui permettant d'activer avec la même facilité son arme Némésis. 1-p.54
Poing Épineux	Le Poing Épineux est une Bio-Arme Tyranide de tir. 1
Poings-Tonnerre	Les Poings-Tonnerre (ou Thunderfists) sont l'un des clans de guerriers des îles de Fenris. 1
Poisoned Chalice	Les Poisoned Chalice sont une bande de Space Marines du Chaos provenant de la Death Guard. 1
Population	La Population est une mesure de la population totale d'une zone géographique donnée, le plus souvent une planète, une Cité Ruche ou une communauté.
Port Maw	Port Maw est une Base Navale du Secteur Gothique. 1
Port Quintox	Port Quintox est une planète de la Bordure Orientale. 1
Portail:Adeptus Mechanicus	Un homme peut mourir sans regret si sa tâche est accomplie et s'harmonise avec le Grand Achèvement. Le temps n'est qu'une somme de faits oubliés et les grands évènements, l'accomplissement d'une seule pensée organisée. Nous devons endurer le présent pour que les générations futures profitent de nos réalisations et continuent nos recherches, comme nos ancêtres nous ont permis de le faire.+++ Le Glas des Eons, Technomage Garba Mojaro de l'Adeptus Mechanicus1-p.43+++
Portail:Blood Angels	- " Nos ennemis sont innombrables et ils se battront avec leurs crocs et leurs griffes, leurs vaisseaux et leurs canons, leur vile sorcellerie et leurs illusions corrompues. Ils sont armés de toute la force dont seul un démon peut faire montre. Mais vous mes frères, vous avez quelque chose de plus qu'eux. Vous êtes sous la protection de l'Empereur en personne.La Justice est votre Bouclier,La Foi est votre ArmureEt la Haine votre Glaive.Alors ne craignez pas d'être fiers, car nous sommes les Fils de Sanguinius, le grand Protecteur de l'Humanité.Oui mes frères, en vérité, nous sommes les Anges de la Mort ! " 1
Portail:Chaos	Telles l’ouragan de l’Hérésie, les forces des Vrais Dieux s’abattront sur les esclaves du Faux Empereur, les étoiles frémiront sur leur passage, la puissante armada des Maîtres de Guerre annihilera des centaines de mondes. Grand sera le massacre, doux seront les flots de sang. Les sots qui vénèrent l’Usurpateur seront mis au pas et devront s’agenouiller au milieu des cadavres de leurs parents et de leurs enfants Le Trois Fois Maudit deviendra un dieu vivant et la puissance qui lui permettra de détruire le Faible Empereur sera à sa portée. Souvenez-vous de ces mots, car il en adviendra ainsi, et la galaxie elle-même sera l’enjeu de la victoire.+++ Constanze la Pythie, brûlée comme hérétique en 6875356.M38 +++1-p.116
Portail:Citations	1 ) Leur nombre, leur formes, ainsi que leurs origines sont extrêmement variées :
Portail:Eldars	Ne posez pas de question aux eldars, car ils vous donneront trois réponses, toutes vraies et horribles à connaître.-- Inquisiteur Czevak -- 1
Portail:Eldars Noirs	Mon évasion fut miraculeuse; l'Empereur doit avoir récompensé ma foi inébranlable durant tout ce temps.Pourtant, bien que physiquement libre, mon corps conserve des cicatrices, de très nombreuses cicatrices.Chaque inspiration est une torture, chaque battement de cœur me tord de douleur.Je ne peut pas voir. Je ne peux pas parler. Pire, je ne peut pas oublier.D'horribles cauchemars et visions me hantent, je vois se rependre mon prostré sang et j'entends toujours les cris des suppliciés.Personne n'échappe à la sombre cité.-- Lasko Pyre, Extrait de "Les Annales de la Terreur" 1-p.45
Portail:Galaxie	" La guerre fait rage sur des lunes dévastées, dans les sombres profondeurs de Mondes Ruches et dans le vide glacial de l'espace intersidéral.Depuis la dimension immatérielle du Warp, des entités diaboliques ordonnent à leurs indicibles serviteursle massacre des élus de l'Empereur. Partout, monstres abjects et spectres impies ne désirent que la fin de l'humanité. " 1
Portail:Garde Impériale	"J'ai sous mes ordres un groupe de combat entier de la Garde Impériale. Cinquante régiments, y compris des troupes aéroportées, des commandos, des formations mécanisées, des compagnies blindées et de l'artillerie mobile. Plus d'un demi-million d'hommes et trente mille chars et pièces d'artillerie sont placées sous mes ordres.Que l'Empereur ait pitié de ceux qui osent se dresser face à moi, car j'en aurai aucune."-- Maître de Guerre Demetrius, Croisade de Salonika, 733.M38 1-p.7 --
Portail:Imperium	L’Imperium de l’Humanité est l’empire galactique sous lequel la majorité de l’humanité est unie. Il fut fondé par l’Empereur il y a dix mille ans et il continue de le guider avec son esprit omniscient sur le Trône d'Or de Terra. L’Imperium comprend des millions de mondes et il représente l’entité politique la plus puissante de la galaxie. Si les humains n’étaient pas réunis par l’Imperium, ils périraient tous.
Portail:Inquisition	L'Inquisition a été créée par  l'Empereur de l'Humanité avant l'hérésie d'Horus. Comme Terra était assiégée par les force du Maître de Guerre Horus, L'Empereur ordonna a Malcador le Sigillite de chercher « des hommes de caractère, à la détermination d'acier » pour être testés et formés afin de constituer un groupe d'enquêteurs d'élite pour chasser les xenos, mutants et hérétiques.
Portail:Jeux Vidéo	C'est en 1992-1993 que l'univers de Warhammer 40,000 prend pied sur les écrans avec deux adaptations nées des succès commerciaux de deux jeux de plateau :"Space Crusade" suivi de près par "Space Hulk"1. D'autres jeux se sont ensuite succédés au fil de l'évolution des deux secteurs respectifs (jeux vidéos et jeux de plateau). Mais c'est en 2004 que le genre prend un tournant déscisif avec la sortie du premier "Dawn of War"2, série de RTS dont le succès permit de lancer des projets plus ambitieux jusqu'au jeu Warhammer 40,000: Dark Millennium Online.
Portail:Lexicanum	Portails des Armées<ul><li>Adeptus Mechanicus: ??? - ??? - ???</li> <li>Chaos:Skefrep - ?? - ???</li> <li>Eldars Noirs: Brezeler - ??? - ???</li> <li>Eldar: Zafura - ???</li> <li>Garde Impériale: - ??? - ???</li> <li>Inquisition: ??? - ??? - ???</li> <li>Nécrons: Pikem8383 - ???</li> <li>Orks: Varney-Vampyre - ???</li> <li>Space Marines: Bruenor - Ackheron - Varney-Vampyre - Fission - Pikem8383 - Cronus - ???</li> <li>Tau: Zafura -  ???</li> <li>Tyranides: Varney-vampyre - Zafura - Cronus - ???</li></ul>
Portail:Lexicanum/Archives	May the Emperor protects
Portail:Miniatures	Les figurines citadel sont au centre du Hobby Warhammer 40,000 Chaque gamme possède un "look" qui lui est propre, qu'elle affiche une technologie avancée à la manière des Tau, ou ressemble à une horde de bêtes sauvages, comme les Tyranides. Les figurines sont créées par Citadel et peintes pour Games Workshop par la célèbre équipe 'Eavy Metal.
